sample_id,session_id,retrieval_id,source,rank,origin_path,pointer_path,snippet_preview,label_l1,label_l2,label,conflict,reviewer
S011,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BKK0KPFCX48VQ2242HP,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BKK0KPFCX48VQ2242HP/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S012,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BKK0KPFCX48VQ2242HP,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BKK0KPFCX48VQ2242HP/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S013,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BKK0KPFCX48VQ2242HP,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BKK0KPFCX48VQ2242HP/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S014,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BKK0KPFCX48VQ2242HP,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BKK0KPFCX48VQ2242HP/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S015,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BKK0KPFCX48VQ2242HP,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BKK0KPFCX48VQ2242HP/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S016,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BVXVE0GSSP4AZNF956P,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BVXVE0GSSP4AZNF956P/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S017,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BVXVE0GSSP4AZNF956P,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BVXVE0GSSP4AZNF956P/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S018,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BVXVE0GSSP4AZNF956P,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BVXVE0GSSP4AZNF956P/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S019,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BVXVE0GSSP4AZNF956P,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BVXVE0GSSP4AZNF956P/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S020,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BVXVE0GSSP4AZNF956P,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BVXVE0GSSP4AZNF956P/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S021,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BZ3Z7BRVC7A3P5K6A0H,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BZ3Z7BRVC7A3P5K6A0H/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S022,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BZ3Z7BRVC7A3P5K6A0H,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BZ3Z7BRVC7A3P5K6A0H/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S023,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BZ3Z7BRVC7A3P5K6A0H,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BZ3Z7BRVC7A3P5K6A0H/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S024,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BZ3Z7BRVC7A3P5K6A0H,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BZ3Z7BRVC7A3P5K6A0H/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S025,3b4f22623ffe5MZHLFRUupYZZl,01KH5H2BZ3Z7BRVC7A3P5K6A0H,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5H2BZ3Z7BRVC7A3P5K6A0H/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S026,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4E8ZFG4X8ZVK37PK0PNQ,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4E8ZFG4X8ZVK37PK0PNQ/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S027,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4E8ZFG4X8ZVK37PK0PNQ,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4E8ZFG4X8ZVK37PK0PNQ/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S028,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4E8ZFG4X8ZVK37PK0PNQ,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4E8ZFG4X8ZVK37PK0PNQ/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S029,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4E8ZFG4X8ZVK37PK0PNQ,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4E8ZFG4X8ZVK37PK0PNQ/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S030,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4E8ZFG4X8ZVK37PK0PNQ,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4E8ZFG4X8ZVK37PK0PNQ/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S031,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EM9VW5WJX0MKBXEQXMV,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EM9VW5WJX0MKBXEQXMV/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S032,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EM9VW5WJX0MKBXEQXMV,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EM9VW5WJX0MKBXEQXMV/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S033,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EM9VW5WJX0MKBXEQXMV,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EM9VW5WJX0MKBXEQXMV/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S034,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EM9VW5WJX0MKBXEQXMV,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EM9VW5WJX0MKBXEQXMV/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S035,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EM9VW5WJX0MKBXEQXMV,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EM9VW5WJX0MKBXEQXMV/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S036,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EQCM78YR66HZCRTW66Q,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EQCM78YR66HZCRTW66Q/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S037,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EQCM78YR66HZCRTW66Q,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EQCM78YR66HZCRTW66Q/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S038,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EQCM78YR66HZCRTW66Q,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EQCM78YR66HZCRTW66Q/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S039,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EQCM78YR66HZCRTW66Q,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EQCM78YR66HZCRTW66Q/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S040,3b4f22623ffe5MZHLFRUupYZZl,01KH5J4EQCM78YR66HZCRTW66Q,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5J4EQCM78YR66HZCRTW66Q/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S041,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4F8QCPX49TX4QCKHY0A,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4F8QCPX49TX4QCKHY0A/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S042,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4F8QCPX49TX4QCKHY0A,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4F8QCPX49TX4QCKHY0A/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S043,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4F8QCPX49TX4QCKHY0A,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4F8QCPX49TX4QCKHY0A/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S044,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4F8QCPX49TX4QCKHY0A,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4F8QCPX49TX4QCKHY0A/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S045,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4F8QCPX49TX4QCKHY0A,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4F8QCPX49TX4QCKHY0A/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S046,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4MF6WM0NCGQJDVMFBJG,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4MF6WM0NCGQJDVMFBJG/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S047,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4MF6WM0NCGQJDVMFBJG,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4MF6WM0NCGQJDVMFBJG/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S048,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4MF6WM0NCGQJDVMFBJG,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4MF6WM0NCGQJDVMFBJG/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S049,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4MF6WM0NCGQJDVMFBJG,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4MF6WM0NCGQJDVMFBJG/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S050,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4MF6WM0NCGQJDVMFBJG,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4MF6WM0NCGQJDVMFBJG/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S051,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4RS7V33BWTACCY7RVFS,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4RS7V33BWTACCY7RVFS/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S052,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4RS7V33BWTACCY7RVFS,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4RS7V33BWTACCY7RVFS/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S053,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4RS7V33BWTACCY7RVFS,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4RS7V33BWTACCY7RVFS/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S054,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4RS7V33BWTACCY7RVFS,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4RS7V33BWTACCY7RVFS/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S055,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4RS7V33BWTACCY7RVFS,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4RS7V33BWTACCY7RVFS/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S056,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4WGB1KH1MT8G0XMH4GM,tree,1,config.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4WGB1KH1MT8G0XMH4GM/snippets/0001.txt,config.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S057,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4WGB1KH1MT8G0XMH4GM,tree,2,data/cases/case_discount_vip.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4WGB1KH1MT8G0XMH4GM/snippets/0002.txt,data/cases/case_discount_vip.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S058,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4WGB1KH1MT8G0XMH4GM,tree,3,data/cases/case_risk_sy.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4WGB1KH1MT8G0XMH4GM/snippets/0003.txt,data/cases/case_risk_sy.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S059,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4WGB1KH1MT8G0XMH4GM,tree,4,data/cases/v2/case_alpha_sy_sanction.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4WGB1KH1MT8G0XMH4GM/snippets/0004.txt,data/cases/v2/case_alpha_sy_sanction.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
S060,3b4f22623ffe5MZHLFRUupYZZl,01KH5JD4WGB1KH1MT8G0XMH4GM,tree,5,data/cases/v2/case_beta_margin_and_export.json,.opencode/artifacts/local/default/ses_3b4f22623ffe5MZHLFRUupYZZl/retrieval/01KH5JD4WGB1KH1MT8G0XMH4GM/snippets/0005.txt,data/cases/v2/case_beta_margin_and_export.json,path_noise,path_noise,path_noise,0,Exec-AI-RETRIEVAL
